id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18437530,Modern Apartment in Morningside Edinburgh,127801285,Kevin,,Greenbank and The Braids,55.92069,-3.21907,Entire home/apt,54,2,64,2018-12-09,3.10,1,286
18438070,"Light, bright city centre with parking and lift",2280137,Gill,,Dalry and Fountainbridge,55.94526,-3.21118,Entire home/apt,130,3,52,2019-01-03,2.44,13,291
18438949,Elegant Traditional Edinburgh City Centre Flat,127810873,Callum,,Bruntsfield,55.93788,-3.20843,Entire home/apt,90,2,67,2019-01-20,3.14,1,141
18440447,Studio Room | Edinburgh | Leith,127824242,Colin,,Bonnington,55.97503,-3.18306,Private room,25,1,0,,,1,0
18443451,"Amazing 1 bed apt, 1 minute from Edinburgh Castle!",66538468,David And Amy,,"Old Town, Princes Street and Leith Street",55.949,-3.19232,Entire home/apt,90,2,81,2018-10-31,3.76,1,154
18443634,Prime Location! Walk to all hot spots & transport,8918073,Nicola,,Hillside and Calton Hill,55.95849,-3.1836,Private room,43,2,42,2019-01-04,1.95,2,0
18445240,Balgreen Flat  on the Tramline,127864664,Craig,,Stenhouse and Saughton Mains,55.93821,-3.25078,Private room,50,1,22,2019-01-24,2.40,1,87
18446155,Central Studio,59596207,Mark,,"Canongate, Southside and Dumbiedykes",55.94727,-3.18362,Entire home/apt,65,2,14,2017-12-01,0.66,1,0
18447289,"1 nice double bedroom near airport,watt, napier13",82773450,Isaac,,Murrayburn and Wester Hailes North,55.91531,-3.28781,Private room,999,1,1,2017-05-17,0.05,18,364
18453531,Old Town Flat with view of Edinburgh Castle,73582672,Alison,,Tollcross,55.94631,-3.20225,Entire home/apt,99,3,86,2019-02-06,4.02,2,266
18454614,"Bedroom, sitting room & bathroom in W Edinburgh",58750083,Sally,,"Barnton, Cammo and Cramond South",55.9611,-3.29833,Private room,39,1,13,2017-09-24,0.61,1,0
18458653,Room in beautiful Victorian House,44689805,Louise,,"Blackford, West Mains and Mayfield Road",55.92749,-3.1687,Private room,45,2,49,2019-01-03,2.25,4,329
18461528,1 double bedroom near airport heriotwatt-32-2,82773450,Isaac,,The Calders,55.92191,-3.29215,Private room,6666,1,3,2017-06-05,0.14,18,364
18462295,Small bedroom by the Meadows,125025940,Adrianna And Adam,,Tollcross,55.94198,-3.20232,Private room,27,2,123,2019-01-27,5.70,2,84
18465647,Charming duplex apartment,97355639,Serge,,Dalry and Fountainbridge,55.94153,-3.22166,Entire home/apt,100,1,32,2019-01-19,1.54,4,50
18467350,Stylish Apartment Nestled at the Foot of the Royal Mile,40007944,Samantha,,"Canongate, Southside and Dumbiedykes",55.95204,-3.17594,Entire home/apt,175,2,47,2019-02-05,2.30,3,287
18468426,"Large, comfortable family home",103744723,Judith,,Deans Village,55.94681,-3.23362,Entire home/apt,275,4,6,2018-08-25,0.33,1,31
18471978,Cosy flat in the heart of trendy Leith,63753818,Lynsey,,South Leith,55.96919,-3.16989,Entire home/apt,40,2,29,2019-01-01,1.39,1,5
18472334,Classic Tenement Double Room,128119441,Benjamin,,Bruntsfield,55.93967,-3.20808,Private room,41,1,3,2017-08-13,0.15,4,0
18472714,"Fabulous House, Great Location, Scottish welcome",99473181,Keith,,Gilmerton South and the Murrays,55.90926,-3.12647,Entire home/apt,80,2,95,2019-02-11,4.80,1,247
18473197,"Edinburgh: Luxury Victorian Mansion, near centre",128124695,Nina,,The Inch,55.91867,-3.15115,Entire home/apt,49,1,59,2019-02-03,3.02,1,186
18473355,Nice House on Fringes of the Pentland Hills.,128127957,Solomon,,Clovenstone and Wester Hailes,55.91167,-3.27655,Private room,25,3,17,2018-10-05,0.80,1,0
18475007,Cozy & beautiful double room - in Central Area,39098196,Michaela And Maria,,South Leith,55.96482,-3.17138,Private room,45,2,6,2017-08-20,0.28,1,0
18475598,Modern two bed apartment with free on-site parking,65440608,Lucy,,West Pilton,55.9722,-3.23359,Entire home/apt,72,3,20,2017-08-28,0.93,1,0
18481095,Cozy flat near Edinburgh city center,75553724,Maria,,Gorgie West,55.93618,-3.23366,Entire home/apt,45,7,1,2017-06-23,0.05,1,0
18481140,Spacious room in beautiful Victorian house,44689805,Louise,,"Blackford, West Mains and Mayfield Road",55.92788,-3.16972,Private room,80,2,21,2019-01-04,0.98,4,332
18483257,Central one bedroom Edinburgh flat,61606528,Jennie,,Tollcross,55.94444,-3.20472,Entire home/apt,250,2,11,2019-01-02,0.51,7,329
18484036,Walking Distance to all attractions spacious Flat,128231725,Susan,,Tollcross,55.94588,-3.20555,Entire home/apt,90,1,32,2019-01-06,1.48,2,133
18484280,Great central base for touring Edinburgh!,62510599,Simon & Amy,,"Old Town, Princes Street and Leith Street",55.949,-3.18663,Entire home/apt,100,2,26,2017-12-13,1.22,1,0
18484713,Lovely double bedroom central location,7525865,Patri,,Deans Village,55.94542,-3.2184,Private room,50,2,39,2018-09-26,1.82,1,78
18485107,Family friendly apartment right by Holyrood park.,128242839,Conal & Suz,,Abbeyhill,55.95492,-3.16349,Entire home/apt,95,3,14,2018-08-13,0.67,1,0
18487904,"Central Apartment, Ideal for Rugby events",66780630,Central,,Dalry and Fountainbridge,55.94033,-3.21545,Entire home/apt,71,2,22,2018-11-18,1.03,3,52
18491692,Modern Apartment with stunning harbour side views,128307606,Kieran,,Granton and Royston Mains,55.98051,-3.22314,Entire home/apt,46,3,4,2018-10-08,0.76,1,0
18493933,"Superb, 3 bed flat off Meadows (sleeps 6)",24967323,Steven,,Meadows and Southside,55.94146,-3.18101,Entire home/apt,185,21,3,2018-08-25,0.17,15,0
18494474,Edinburgh: Stylish 2 bed apt & garden near centre,62310162,Alistair & Sorina,,Murrayfield and Ravelston,55.94717,-3.23794,Entire home/apt,210,2,28,2019-01-01,1.35,1,167
18496537,Lovely big room overlooking wooded back gardens,22811503,Pilar,,Meadows and Southside,55.93873,-3.20134,Private room,70,3,75,2018-12-16,4.25,2,72
18497334,30,128337185,Angela,,Duddingston and Portobello South,55.94756,-3.10658,Private room,31,1,11,2019-01-01,0.58,1,103
18497677,Room in Edinburgh with free parking,128360577,Tobias,,Craigmillar,55.92986,-3.13887,Private room,35,1,86,2019-01-27,4.07,1,0
18501923,Heart of the City Centre: Quiet Mews Apartment,5033353,Barbie,,New Town East and Gayfield,55.95785,-3.1919,Entire home/apt,75,2,104,2019-01-14,4.78,1,11
18506365,"Bright, spacious 2 bed flat in Edinburgh",128438303,Natalie,,Gorgie West,55.93646,-3.23501,Entire home/apt,60,2,31,2017-10-21,1.44,1,18
18513314,"Walk to all attractions, central, spacious flat.",128231725,Susan,,Tollcross,55.94464,-3.20681,Entire home/apt,68,1,14,2018-08-25,0.68,2,133
18513346,"Russell House: Georgian Property, Royal Mile",128503202,Veronica,,"Canongate, Southside and Dumbiedykes",55.95068,-3.17721,Entire home/apt,300,1,0,,,1,83
18513392,Big Room in Central Edinburgh Flat,8579520,Albert,,"Old Town, Princes Street and Leith Street",55.95301,-3.20039,Private room,45,2,49,2018-12-21,2.30,2,86
18513792,Garden Room in superb Georgian Townhouse,79046759,Alistair,,Hillside and Calton Hill,55.95584,-3.17634,Private room,65,2,38,2018-12-10,1.78,3,179
18514277,Master Bedroom in superb Edinburgh Townhouse,79046759,Alistair,,Hillside and Calton Hill,55.95737,-3.1748,Private room,85,2,6,2017-09-19,0.28,3,179
18514544,"Captains Cabin-Charming single rm, great location",79046759,Alistair,,Hillside and Calton Hill,55.9559,-3.17553,Private room,55,2,9,2018-08-28,0.42,3,179
18516623,double room for rent for Fringe Festival,31302457,Áine,,The Shore and Constitution Street,55.97319,-3.16624,Private room,45,20,0,,,2,0
18517055,"Charming, central flat with free parking",125171738,Shauna,,Easter Road and Hawkhill Avenue,55.96117,-3.17196,Entire home/apt,80,2,25,2019-02-10,1.23,1,0
18517778,En-suite Double Bedroom in City Centre FreeParking,78859834,Pablo,,Gorgie East,55.94432,-3.22352,Private room,35,3,9,2017-09-23,0.41,2,0
18519664,"Spacious Flat, Excellent Views, Gorgeous Location",12545430,Michael,,Craiglockhart,55.93088,-3.2285,Entire home/apt,99,1,25,2018-09-22,1.17,2,89
18520916,"Cosy & Comfortable, 1 Bed Flat With Small Sofa Bed",29054910,Jeff,,Dalry and Fountainbridge,55.94082,-3.22299,Entire home/apt,43,2,49,2019-01-27,2.32,1,161
18521693,Beautiful 2 Bed Flat in Grand Home with Garden,128368641,Jeremy,,"Inverleith, Goldenacre and Warriston",55.96911,-3.20753,Entire home/apt,70,2,69,2019-02-03,3.23,1,161
18522794,Comfortable double box room in spacious flat,12545430,Michael,,Craiglockhart,55.93146,-3.22843,Private room,35,1,5,2018-10-03,0.24,2,89
18524831,"Heart of Old Town, Off Royal Mile Apartment",128591402,Daria,,"Old Town, Princes Street and Leith Street",55.94898,-3.18732,Entire home/apt,65,2,50,2019-01-24,2.31,4,173
18525058,Two double room flat in Edinburgh north,18308322,Lorena,,Boswall and Pilton,55.97336,-3.2323,Entire home/apt,60,7,0,,,2,0
18525872,"Private, cozy double room in Modern House",128591402,Daria,,Restalrig (Loganlea) and Craigentinny West,55.95859,-3.14148,Private room,40,2,19,2019-01-07,0.98,4,0
18532622,Holyrood Park View,11935847,Cicely,,Abbeyhill,55.95381,-3.16609,Entire home/apt,75,2,19,2018-12-02,1.05,1,0
18533637,West Bow - 2 bedroom Grassmarket Apartment (2),1641675,Charmaine,,"Old Town, Princes Street and Leith Street",55.94874,-3.19482,Entire home/apt,350,2,0,,,39,104
18535111,Sleeps 6 in the heart of Edinburgh!,97099738,George,,"Canongate, Southside and Dumbiedykes",55.94578,-3.18404,Entire home/apt,70,2,3,2017-12-17,0.20,1,0
18535713,Terraced cottage in the heart of Edinburgh,63370252,Tessa,,Dalry and Fountainbridge,55.94578,-3.21688,Entire home/apt,140,3,24,2019-01-01,1.33,1,63
18541820,Bright and spacious room in Edinburgh city center,34544334,Isabel,,Dalry and Fountainbridge,55.9429,-3.2112,Private room,40,2,42,2019-02-04,1.97,1,68
18542429,Bright sunny modern  one bedroom apartment,44821882,David,,Morningside and Craighouse,55.92385,-3.22156,Entire home/apt,58,2,65,2019-02-03,3.31,2,11
18543877,Stylish Georgian flat in New Town - Sleeps 4,76180596,Greg,,Canonmills and New Town North,55.96153,-3.1997,Entire home/apt,60,2,53,2019-02-08,4.92,1,164
18544662,The Classical New Town Getaway /2,126647880,Jacqueline,,Canonmills and New Town North,55.96,-3.19698,Private room,45,1,12,2019-01-05,0.56,3,0
18548359,Great location for visiting Edinburgh in Old Town,41490037,Joy,,"Canongate, Southside and Dumbiedykes",55.94443,-3.18429,Entire home/apt,95,2,89,2018-09-01,4.12,1,0
18551742,Spacious two bed apartment -  parking & gym inc,16543969,Garry,,Broughton North and Powderhall,55.96816,-3.18765,Entire home/apt,63,1,190,2019-02-10,8.82,7,33
18555425,Quiet Private Garden New Town 2Bed Apartment,30599200,Bruce,,New Town West,55.95598,-3.20351,Entire home/apt,99,2,16,2017-09-03,0.77,1,0
18557092,Stylish and Spacious Victorian City Apt - Sleeps 4,74112414,Chaoyi,,Tollcross,55.94363,-3.20298,Entire home/apt,55,1,155,2019-02-03,7.25,1,111
18558993,Quiet and charming 1 double bed flat,71345582,David,,Dalry and Fountainbridge,55.94186,-3.2222,Entire home/apt,60,2,18,2018-11-04,1.00,2,138
18559789,Cozy Room Close to the City Centre,35082610,REgina,,Leith (Albert Street),55.96429,-3.17591,Private room,30,2,47,2019-01-03,2.27,1,57
18563337,A very nice sunny room with beautiful views!,101016401,Yelena & David,,Carrick Knowe,55.93518,-3.26843,Private room,20,1,3,2018-01-21,0.15,3,0
18563877,Double Bedroom in Cozy Apartment (Big Back Garden),128874763,Siraj,,Prestonfield,55.93483,-3.16635,Private room,32,1,9,2017-07-07,0.42,1,0
18564126,Beautiful modern apartment in Fairmilehead,128879029,Sara,,Fairmilehead,55.90501,-3.20187,Private room,40,2,30,2018-11-03,1.44,1,90
18567110,Bright Flat with Free Parking,6061795,Susan,,Bonnington,55.97291,-3.18558,Entire home/apt,45,2,14,2018-06-04,0.74,3,331
18567225,Spacious Period Flat Close to Castle & Royal Mile,40893565,Jeff,,Tollcross,55.94581,-3.20347,Entire home/apt,100,1,38,2019-02-03,2.08,5,128
18567734,"Modern, Bright & Spacious 2 BD Flat with Balcony",52408435,Adnan,,Leith (Albert Street),55.96263,-3.17205,Entire home/apt,120,2,7,2019-01-01,1.17,1,42
18567785,Vegans! -- Room in quaint block in Edinburgh.,128909098,Dean,,Gorgie East,55.94096,-3.23103,Private room,27,2,21,2019-01-01,0.99,1,17
18574666,Dean View@Great Stuart Street,20923270,Siobhan,,New Town West,55.95221,-3.21073,Entire home/apt,400,2,3,2018-12-01,0.14,16,255
18578933,Edinburgh festival? Say no more,23140535,Archie,,Great Junction Street,55.97078,-3.17189,Entire home/apt,116,2,20,2019-01-02,0.92,2,173
18580290,Perfect base for Edinburgh Festival,7085319,Jackie,,Marchmont East and Sciennes,55.9383,-3.18392,Entire home/apt,175,1,4,2017-08-20,0.21,2,0
18581502,New place in New Town,125125910,Ali,,Canonmills and New Town North,55.9597,-3.19616,Private room,30,2,21,2018-11-25,1.15,1,13
18587498,"Primrose Apartment, with dedicated parking",129068106,Joy,,Shandon,55.93648,-3.22845,Entire home/apt,90,3,50,2019-01-25,2.40,1,38
18590677,Lovely 2 Bedroom Flat close to the City Centre,122351447,Lindsay,,Craiglockhart,55.92765,-3.23219,Entire home/apt,100,2,21,2019-01-31,1.13,1,130
18590899,Ground floor Double bedroom in central Edinburgh,111148356,Norma,,Deans Village,55.95303,-3.22032,Private room,60,2,46,2019-01-01,2.15,1,127
18592694,"2 bedrooms, 2 bathrooms 2 balconies",38275171,Eve,,Granton West and Salvesen,55.97711,-3.2536,Entire home/apt,75,2,33,2018-10-11,1.55,1,125
18592927,Apartamend on Seafield Street,122342106,Damian,,Western Harbour and Leith Docks,55.96641,-3.14704,Entire home/apt,550,1,4,2017-08-28,0.21,7,117
18594954,Beautiful traditional flat next to Arthur's seat,129128022,Calypso,,Willowbrae and Duddingston Village,55.95617,-3.15027,Private room,120,2,1,2019-01-02,0.70,1,4
18595639,bnb. private bath in Lux apt. close to city centre,88454848,Christine,,Boswall and Pilton,55.97127,-3.22838,Private room,32,2,54,2019-01-03,2.92,1,0
18595978,"Spacious apartment,upmarket  location, open fires",125638407,Rosy,,Bruntsfield,55.93667,-3.21031,Entire home/apt,39,1,123,2019-02-01,5.76,1,154
18603138,Delightful Edinburgh house with fabulous garden,129196815,Diane,,Cramond,55.96975,-3.30405,Entire home/apt,350,3,15,2018-08-20,0.80,1,12
18604127,Quiet room in a classic Georgian house,31770908,Lise,,The Grange,55.93565,-3.17655,Private room,16,1,15,2017-10-14,0.70,1,0
18607332,Bright Spacious Room in Modern Apartment Block,129232532,Baron,,Gorgie West,55.93527,-3.23592,Private room,40,1,52,2017-12-19,2.43,1,0
18607937,"Outstanding  views, luxury, perfect for couples",121514311,Scott And Dianne,,North Leith and Newhaven,55.97624,-3.17737,Entire home/apt,75,2,80,2019-02-11,5.59,2,228
18608136,Perfect festival home,41815532,Debbie,,Marchmont West,55.93864,-3.19972,Entire home/apt,200,2,1,2017-08-30,0.06,1,0
18609453,"Small, cosy, comfortable bedroom with double bed",101731795,Mike,,"Blackford, West Mains and Mayfield Road",55.92894,-3.16989,Private room,25,1,172,2019-02-13,8.69,8,237
18612868,Spacious bedroom in the heart of Leith,101492920,Alla,,Great Junction Street,55.97345,-3.17388,Private room,40,1,1,2017-08-11,0.05,1,83
18613401,"Lovely, sunny flat very close to city centre",71694286,Graziano & Jackie,,Hillside and Calton Hill,55.95954,-3.17088,Entire home/apt,87,2,118,2019-01-27,5.46,2,132
18614667,Central double/private bathroom & gym,4762148,Magdalena,,Broughton South,55.9665,-3.18432,Private room,32,2,69,2019-02-05,3.34,1,48
18615207,Fringe retreat,88186970,Alison,,Canonmills and New Town North,55.95832,-3.19602,Private room,99,2,0,,,1,0
18619009,Clean spare bedroom own Separate Shower in Hallway,36109186,Brendah,,Slateford and Chesser,55.9291,-3.23886,Private room,35,1,3,2019-01-01,0.14,2,89
18620821,Spacious City Centre 3bed: free parking/elevator,43251225,Susana,,Broughton South,55.96239,-3.18751,Entire home/apt,80,2,65,2019-01-22,3.12,2,171
18623625,Cosy room within walking distance to the city,26865852,Rebecca,,Deans Village,55.9454,-3.23118,Private room,40,1,5,2019-01-02,0.28,1,168
18625849,Double Room in Leith,81897787,Mari,,The Shore and Constitution Street,55.9735,-3.16855,Private room,29,4,8,2018-08-23,0.38,4,0
18627028,5** Double room| Arthur's Seat| Parking| Beach,118067265,Asmaa,,Northfield and Piershill,55.94943,-3.13305,Private room,32,2,71,2019-01-04,3.40,1,209
18628259,Bell Tent for up to 6 people,27210189,Edinburgh Festival Camping,,"Ratho, Ingliston and Gogar",55.94066,-3.37694,Private room,80,1,1,2017-08-08,0.05,4,26
18629100,Bright 3Bed/2Bath City Centre Apartment (sleeps 6),126596636,Liz,,Hillside and Calton Hill,55.9602,-3.17885,Entire home/apt,120,2,4,2017-08-28,0.21,1,0
18632011,"Perfect central stay, old Town 1 bed Apartm.",67863557,Inger Lise,,"Old Town, Princes Street and Leith Street",55.95109,-3.18599,Entire home/apt,145,2,0,,,8,36
18632096,En-suite room with breakfast,129444549,Carol And Alister,,"Craigleith, Orchard Brae and Crewe Toll",55.95759,-3.23806,Private room,67,2,0,,,3,112
18632793,Luxury Edinburgh Flat by the Shore,30583468,Jennifer,,The Shore and Constitution Street,55.97405,-3.16648,Entire home/apt,80,2,37,2019-02-10,2.13,1,145
18633802,Characterful city centre flat close to Royal Mile.,20433776,Mark,,Meadows and Southside,55.94352,-3.1829,Entire home/apt,100,2,8,2018-09-03,0.41,1,0
18636570,Amazing Craigentinny apartment!,35057562,Arnold,,Restalrig (Loganlea) and Craigentinny West,55.9586,-3.14641,Entire home/apt,35,2,62,2019-01-28,2.90,1,323
18642993,Lovely upper villa in easy reach of city centre.,129536674,Les,,"Inverleith, Goldenacre and Warriston",55.97041,-3.22654,Entire home/apt,63,2,20,2018-12-30,1.02,1,152
18643234,Newly Furnished City Centre Apartment,5675711,Nick,,Abbeyhill,55.9543,-3.16861,Entire home/apt,55,2,91,2019-01-21,4.26,1,169
18643359,Gorgeous 2 Bed Flat in Historical Edinburgh,129268224,Morag,,Pilrig,55.96533,-3.18467,Entire home/apt,67,2,31,2018-08-14,1.45,1,156
18644141,Double Room in City Center,23979867,Tezcan,,Newington and Dalkeith Road,55.94116,-3.17585,Private room,45,1,2,2017-08-31,0.10,2,0
18644432,Bright 1 bedroom apartment in The Shore,129547300,Danielle,,The Shore and Constitution Street,55.97669,-3.1709,Entire home/apt,72,2,12,2017-10-29,0.63,1,0
18644800,Room in the New Town!!,2669970,Lupita,,Broughton North and Powderhall,55.96759,-3.18942,Private room,15,3,2,2017-08-24,0.09,1,0
18647291,Modern central flat by Haymarket train station,129569686,Kirsty,,Deans Village,55.94527,-3.22063,Entire home/apt,70,2,56,2019-02-10,7.50,1,114
18648720,"Spacious, Bright Flat With Large Living Space",77890081,Donald,,Merchiston and Greenhill,55.93723,-3.21571,Entire home/apt,80,2,63,2018-11-19,2.98,1,162
18651875,Victorian Apartment in Lively Marchmont,56841327,Arlene,,Marchmont East and Sciennes,55.93794,-3.19286,Entire home/apt,69,2,60,2019-02-04,3.05,1,201
18652063,"Gorgeous home in Stockbridge, very central.",25122691,Iain,,Canonmills and New Town North,55.95776,-3.20199,Private room,49,1,40,2018-12-03,1.91,1,0
18661355,the lady nairne appartment,129686973,Aasma,,Willowbrae and Duddingston Village,55.94792,-3.14191,Entire home/apt,69,2,12,2017-10-18,0.58,1,0
18661609,"Spacious Georgian apartment, centre of town.",71076468,Martin,,Canonmills and New Town North,55.95863,-3.19445,Entire home/apt,195,5,2,2017-09-04,0.11,4,0
18664020,Modern & Bright shared - 3 Bed Home With Parking.,128824975,David,,The Shore and Constitution Street,55.97666,-3.16607,Private room,40,3,8,2018-05-29,0.41,1,238
18665114,"Spacious top floor apartment, excellent location",110471762,Michelle,,Marchmont East and Sciennes,55.93702,-3.18649,Entire home/apt,97,1,6,2017-07-23,0.31,1,0
18665356,Safestay Edinburgh-Bed in a 4-Beds Mixed Dorm,83912266,Safestay,,"Old Town, Princes Street and Leith Street",55.94866,-3.18516,Shared room,128,1,0,,,2,273
18665817,Charming Historic Mews House in the West End,96914977,Chris,,Deans Village,55.94968,-3.2189,Entire home/apt,114,1,106,2019-02-09,4.96,2,269
18667310,Stroll to Princes Street from Lovely Edinburgh Home,128995232,Sam And Alice,,Hillside and Calton Hill,55.95947,-3.17746,Entire home/apt,69,2,87,2019-01-01,4.07,2,0
18669680,"Spacious, sunny, quiet double room with desk area.",36124186,Andy,,"Blackford, West Mains and Mayfield Road",55.92515,-3.17821,Private room,35,3,1,2017-09-02,0.06,1,0
18672389,Hip and Trendy Flat in the Heart of the Fringe,42967415,Emery,,"Old Town, Princes Street and Leith Street",55.94999,-3.18837,Entire home/apt,140,2,0,,,1,0
18677166,Fountainbridge Apt (Gibson Terrace 1 bedroom),20028464,Lisa McKinney,,Dalry and Fountainbridge,55.94049,-3.21638,Entire home/apt,76,1,3,2018-10-04,0.15,12,0
18677342,Private Room with private bathroom on The Shore,14282830,Anna,,The Shore and Constitution Street,55.97811,-3.16822,Private room,37,2,14,2018-09-30,0.69,1,179
18680255,Double room & private bathroom in city centre!,70111698,Matteo,,Dalry and Fountainbridge,55.94567,-3.21625,Private room,32,1,15,2018-09-22,0.80,11,12
18684197,"Modern apartment in the city centre, with parking!",114141424,Edward,,"Canongate, Southside and Dumbiedykes",55.95185,-3.17697,Entire home/apt,90,2,98,2019-02-03,4.59,2,157
18685203,"☆ Beautiful ""The Shore"" Family Apt, free parking ☆",474757,Annette,,The Shore and Constitution Street,55.97584,-3.17011,Entire home/apt,112,2,26,2018-10-20,1.26,10,78
18688649,Perfect location,88995720,Pauline,,Deans Village,55.94949,-3.21143,Entire home/apt,295,2,0,,,1,300
18693405,Lovely bright 1 bed flat in Leith,65358275,Tom,,Bonnington,55.97388,-3.18386,Private room,23,2,16,2018-08-27,0.76,1,0
18693639,"Central, quiet and sunny double bedroom",19273426,Angeles,,Meadowbank and Abbeyhill North,55.958,-3.16924,Private room,52,1,5,2017-08-23,0.27,4,43
18695876,Freshly decorated double room in Leith,81897787,Mari,,Great Junction Street,55.97331,-3.16848,Private room,19,5,9,2018-09-13,0.47,4,0
18696515,Comfortable Quiet Family Home In A Great Location,129978435,Nick & Adele,,Merchiston and Greenhill,55.93069,-3.21446,Entire home/apt,140,3,40,2019-01-02,1.92,1,188
18697156,City centre whole apartment Quartermile EH3 9 BS,129444549,Carol And Alister,,Meadows and Southside,55.94376,-3.1931,Entire home/apt,74,3,0,,,3,50
18697582,A lovely Georgian apartment in central Edinburgh,31659541,Erica,,Stockbridge,55.96118,-3.20311,Private room,80,1,16,2019-01-01,0.87,1,43
18698067,Homely one bedroom apartment,129989401,Laura,,Gorgie West,55.93706,-3.23648,Entire home/apt,70,2,26,2019-02-03,1.43,1,41
18698074,Bedroom with private shower room and breakfast,129444549,Carol And Alister,,Blackhall,55.95703,-3.24483,Private room,65,2,0,,,3,93
18698192,Bright & spacious Stockbridge family home,101982038,Mike,,Comely Bank,55.95739,-3.22104,Entire home/apt,60,2,59,2019-01-02,2.83,1,0
18698809,Large bedroom,73235069,Umar,,"Bingham, Magdalene and The Christians",55.93798,-3.12381,Private room,23,1,4,2018-10-22,0.29,3,0
18699384,A nice double room  with linens near airport 32-3,82773450,Isaac,,The Calders,55.92129,-3.29393,Private room,6666,1,7,2017-08-21,0.34,18,364
18699914,1private double bedroom with linens quilt pillows,82773450,Isaac,,The Calders,55.91558,-3.28869,Private room,6666,3,5,2018-04-02,0.24,18,365
18700423,1 nice single room near airport in west 26,82773450,Isaac,,The Calders,55.92139,-3.29611,Private room,6666,1,12,2018-06-10,0.57,18,364
18700633,Quiet ground floor central apartment,130010378,James,,Dalry and Fountainbridge,55.94492,-3.21697,Entire home/apt,54,3,31,2018-08-19,1.52,1,5
18702019,Bright double room near Holyrood Park & Portobello,31218140,Ian,,Northfield and Piershill,55.95498,-3.14564,Private room,35,2,7,2018-05-27,0.33,1,0
18702121,Central 2 Bedroom Bright Comfy Flat - FREE Parking,3527088,Elliott,,Great Junction Street,55.96785,-3.17701,Entire home/apt,45,1,182,2019-02-07,8.92,1,161
18704251,Private En-suite Central Location,130034101,Diane,,Balgreen and Roseburn,55.94518,-3.23477,Private room,65,1,69,2019-02-12,3.31,3,33
18710911,Large double bedroom,73235069,Umar,,"Bingham, Magdalene and The Christians",55.93889,-3.12493,Private room,20,1,4,2018-10-22,0.19,3,0
18712190,Bright spacious double room,38839782,Sarah,,"Dalmeny, Kirkliston and Newbridge",55.98188,-3.38111,Private room,50,1,98,2018-11-28,4.69,1,165
18712660,"Sofa-Bed Edinburgh Old Town, GREAT for Fringe",86516937,Ashley,,Marchmont East and Sciennes,55.93898,-3.18066,Private room,60,1,1,2018-08-21,0.17,1,0
18716349,"2 double bed apartment, 10 mins from city centre",29122478,Johnny,,Restalrig and Lochend,55.96023,-3.15211,Entire home/apt,65,3,10,2019-02-12,1.15,1,241
18718381,LARGE ROOM WITH PARKING,70889975,Tito,,Moredun and Craigour,55.91347,-3.14524,Shared room,280,1,51,2018-12-16,2.47,9,340
18718644,Luxury Central Apartment ✰ Sleeps 6 ✰ Free Parking,45439290,Donald,,South Leith,55.96776,-3.17057,Entire home/apt,90,2,57,2019-01-27,2.71,3,320
18718906,"Three bed family home, in beautiful Morningside",130160217,Elaine,,Morningside and Craighouse,55.92323,-3.22349,Entire home/apt,80,2,24,2018-08-28,1.15,1,157
18724572,spacious 4 bedroom Edinburgh home,130219201,Heather,,Fairmilehead,55.90678,-3.20246,Entire home/apt,120,3,5,2018-08-12,0.27,1,0
18728640,Stunning duplex in prime city centre New Town area,40820544,Clyde,,New Town West,55.95479,-3.20277,Entire home/apt,235,2,17,2018-08-11,0.81,2,85
18729955,Double room in spacious flat,117462228,Anne,,Great Junction Street,55.97007,-3.17238,Private room,30,1,17,2018-06-07,0.90,2,199
18731230,Sunny Garden Flat at the Meadows!,10815033,Mel,,Marchmont East and Sciennes,55.93939,-3.18558,Entire home/apt,93,1,81,2019-02-12,3.84,1,275
18742966,"Bright centre Edinburgh, single room, free parking",130386277,Sarah,,Broughton South,55.96672,-3.18834,Private room,30,1,22,2017-10-22,1.05,1,0
18749374,Entire 3-double-bed flat - spacious with parking,57909271,Cat,,Slateford and Chesser,55.93004,-3.23973,Entire home/apt,240,2,14,2019-01-02,0.76,3,15
18751079,Cosy home near portobello beach,130451062,Zoe,,"Jewel, Brunstane and Newcraighall",55.94052,-3.09754,Private room,60,1,13,2018-08-26,0.62,1,25
18751564,Sea views - modern 2 bed - direct citylinks,47984428,Laura,,Western Harbour and Leith Docks,55.98679,-3.1882,Entire home/apt,199,7,0,,,1,0
18751663,Comfy spacious and quiet central 1 bedroom flat,29783383,Jean-Matthieu,,Marchmont East and Sciennes,55.93806,-3.18145,Entire home/apt,77,39,5,2017-08-07,0.25,9,0
18752298,"Family Home with Views of Arthurs Seat, Sleeps 4",130461591,Elinor,,Abbeyhill,55.95556,-3.16588,Entire home/apt,75,2,13,2018-08-11,0.66,1,0
18754599,Central 1 BR Apartment With Links To Airport,114697314,Maria,,Gorgie East,55.94227,-3.22551,Entire home/apt,145,2,10,2019-01-01,0.54,1,76
18763006,"Bright Double Near Centre of Town, Free Parking",40423324,Graham,,Easter Road and Hawkhill Avenue,55.96407,-3.17147,Private room,36,2,18,2018-10-20,0.96,1,0
